customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-01406,Male,0,No,Yes,48,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),82.2,3813.25,No
CUST-01407,Male,1,No,No,64,Month-to-month,DSL,No,No,No,Credit card (automatic),59.52,3882.23,No
CUST-01408,Female,0,No,No,13,One year,Fiber optic,Yes,No,No,Mailed check,90.42,1200.37,No
CUST-01409,Male,1,Yes,No,26,Month-to-month,Fiber optic,No,Yes,No,Mailed check,53.11,1269.23,No
CUST-01410,Male,0,Yes,Yes,8,Month-to-month,Fiber optic,No,No,No,Mailed check,55.51,461.21,Yes
CUST-01411,Male,0,No,No,30,Two year,DSL,No,No,Yes,Credit card (automatic),80.8,2446.43,No
CUST-01412,Female,0,Yes,No,11,Month-to-month,Fiber optic,Yes,No,No,Bank transfer (automatic),67.01,720.87,Yes
CUST-01413,Male,0,No,No,0,One year,Fiber optic,No,No,No,Mailed check,67.17,0.0,No
CUST-01414,Female,0,Yes,No,37,Month-to-month,No,No,No,No,Bank transfer (automatic),26.81,961.48,No
CUST-01415,Female,0,Yes,No,71,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer (automatic),57.93,4096.76,No
CUST-01416,Female,0,No,Yes,47,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),82.28,3884.9,No
CUST-01417,Female,0,No,No,55,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),49.33,2752.57,No
CUST-01418,Male,1,No,Yes,59,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,79.01,4554.2,No
CUST-01419,Female,0,No,No,70,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,70.36,4938.0,No
CUST-01420,Male,0,Yes,No,9,Month-to-month,DSL,No,Yes,No,Credit card (automatic),61.01,573.49,No
CUST-01421,Female,1,Yes,No,18,Month-to-month,No,No,No,Yes,Bank transfer (automatic),92.16,1667.34,Yes
CUST-01422,Female,0,Yes,No,44,Two year,Fiber optic,No,No,No,Credit card (automatic),58.2,2540.56,No
CUST-01423,Female,0,No,Yes,59,Two year,Fiber optic,No,Yes,Yes,Credit card (automatic),59.6,3587.39,No
CUST-01424,Female,0,Yes,No,56,Month-to-month,Fiber optic,No,No,Yes,Mailed check,60.78,3470.9,No
CUST-01425,Male,0,No,No,53,Month-to-month,Fiber optic,No,No,Yes,Mailed check,66.61,3512.02,Yes
CUST-01426,Female,0,Yes,No,22,Month-to-month,DSL,Yes,No,Yes,Credit card (automatic),80.34,1763.33,No
CUST-01427,Female,0,No,No,26,Two year,DSL,No,No,No,Electronic check,35.55,962.89,Yes
CUST-01428,Female,0,No,No,5,Month-to-month,DSL,No,No,Yes,Credit card (automatic),82.36,475.93,Yes
CUST-01429,Male,0,No,No,22,Month-to-month,DSL,No,No,Yes,Electronic check,66.36,1419.14,No
CUST-01430,Female,0,Yes,No,11,Two year,DSL,No,No,Yes,Mailed check,76.08,784.57,No
CUST-01431,Male,0,No,No,68,Two year,Fiber optic,No,No,Yes,Mailed check,112.84,7686.83,No
CUST-01432,Male,0,Yes,Yes,6,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),54.77,272.44,Yes
CUST-01433,Male,0,Yes,Yes,26,Month-to-month,No,No,No,Yes,Mailed check,40.51,956.01,Yes
CUST-01434,Female,1,Yes,No,64,One year,No,Yes,No,No,Credit card (automatic),68.88,4367.3,No
CUST-01435,Male,0,Yes,No,69,Two year,DSL,No,No,No,Credit card (automatic),72.04,4991.62,No
CUST-01436,Male,0,No,No,27,Month-to-month,Fiber optic,No,Yes,No,Bank transfer (automatic),82.43,2303.29,Yes
CUST-01437,Male,0,Yes,Yes,33,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),54.23,1754.15,Yes
CUST-01438,Female,0,Yes,Yes,38,Month-to-month,No,No,Yes,Yes,Electronic check,48.4,1832.99,No
CUST-01439,Male,0,No,No,60,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card (automatic),34.34,2068.18,No
CUST-01440,Female,0,No,No,56,Month-to-month,Fiber optic,Yes,No,No,Bank transfer (automatic),37.65,2075.97,No
CUST-01441,Female,1,No,Yes,38,One year,DSL,Yes,Yes,Yes,Electronic check,56.68,2117.48,No
CUST-01442,Female,0,No,Yes,27,Month-to-month,No,Yes,No,Yes,Credit card (automatic),62.67,1708.84,Yes
CUST-01443,Female,0,Yes,Yes,27,Month-to-month,DSL,No,No,Yes,Electronic check,106.3,2810.23,No
CUST-01444,Male,0,No,No,47,Two year,No,No,No,Yes,Bank transfer (automatic),31.15,1425.68,No
CUST-01445,Male,0,Yes,No,60,Month-to-month,DSL,Yes,No,Yes,Bank transfer (automatic),71.71,4292.47,No
CUST-01446,Male,0,Yes,No,5,Month-to-month,Fiber optic,No,Yes,No,Electronic check,50.48,268.52,Yes
CUST-01447,Female,0,Yes,Yes,56,Two year,Fiber optic,Yes,No,No,Mailed check,69.46,3814.0,No
CUST-01448,Female,0,No,No,35,Month-to-month,DSL,Yes,No,Yes,Electronic check,53.94,1881.36,No
CUST-01449,Female,1,Yes,No,10,Two year,DSL,No,Yes,Yes,Credit card (automatic),85.71,792.56,No
CUST-01450,Male,1,No,Yes,7,Month-to-month,DSL,No,No,Yes,Credit card (automatic),85.58,564.85,Yes
CUST-01451,Male,0,Yes,Yes,24,Month-to-month,Fiber optic,No,Yes,Yes,Credit card (automatic),62.74,1545.19,Yes
CUST-01452,Male,0,Yes,No,18,One year,Fiber optic,Yes,No,Yes,Mailed check,93.78,1684.35,No
CUST-01453,Male,0,Yes,No,7,Month-to-month,DSL,No,Yes,Yes,Mailed check,80.2,644.85,Yes
CUST-01454,Male,1,Yes,No,21,Month-to-month,Fiber optic,Yes,No,Yes,Credit card (automatic),92.85,1946.24,Yes
CUST-01455,Female,0,Yes,No,60,Month-to-month,DSL,No,Yes,Yes,Mailed check,64.14,3896.8,No
CUST-01456,Male,0,No,No,52,One year,Fiber optic,No,No,No,Mailed check,84.04,4409.82,No
CUST-01457,Female,0,No,No,15,Month-to-month,No,No,Yes,No,Electronic check,49.63,743.79,Yes
CUST-01458,Male,0,Yes,No,49,Two year,No,No,Yes,Yes,Credit card (automatic),47.61,2267.11,No
CUST-01459,Male,0,No,Yes,32,One year,No,No,Yes,Yes,Electronic check,108.6,3469.94,Yes
CUST-01460,Female,1,Yes,No,54,Month-to-month,DSL,No,No,No,Electronic check,43.28,2310.48,No
CUST-01461,Female,0,Yes,Yes,18,Month-to-month,DSL,Yes,No,Yes,Credit card (automatic),56.28,984.47,No
CUST-01462,Male,1,Yes,No,4,Month-to-month,No,No,No,No,Credit card (automatic),27.04,115.95,No
CUST-01463,Male,0,No,No,22,One year,DSL,No,No,Yes,Credit card (automatic),48.08,985.28,No
CUST-01464,Male,0,Yes,No,72,Month-to-month,DSL,Yes,No,No,Credit card (automatic),45.12,3204.95,No
CUST-01465,Female,0,No,No,40,One year,DSL,Yes,Yes,Yes,Electronic check,51.59,2013.0,No
CUST-01466,Male,0,Yes,Yes,3,Month-to-month,Fiber optic,No,No,Yes,Mailed check,71.0,200.29,No
CUST-01467,Female,0,No,No,71,Month-to-month,Fiber optic,Yes,No,No,Credit card (automatic),75.82,5344.81,No
CUST-01468,Male,0,Yes,No,60,One year,No,No,Yes,No,Mailed check,44.86,2656.48,No
CUST-01469,Female,0,No,No,39,Month-to-month,Fiber optic,No,Yes,Yes,Credit card (automatic),49.21,1925.96,No
CUST-01470,Male,0,No,No,54,Month-to-month,DSL,No,No,No,Credit card (automatic),86.67,4657.9,No
CUST-01471,Female,0,Yes,No,13,One year,Fiber optic,No,Yes,No,Credit card (automatic),99.11,1288.67,No
CUST-01472,Female,0,Yes,No,43,One year,No,No,Yes,Yes,Credit card (automatic),90.12,3819.38,No
CUST-01473,Male,0,No,No,66,Month-to-month,DSL,No,No,Yes,Credit card (automatic),32.07,2075.2,Yes
CUST-01474,Male,1,No,Yes,32,Month-to-month,No,Yes,Yes,Yes,Bank transfer (automatic),88.79,2943.32,No
CUST-01475,Female,0,No,Yes,2,Month-to-month,Fiber optic,Yes,No,No,Electronic check,102.07,169.27,No
CUST-01476,Male,0,Yes,Yes,55,One year,No,No,No,Yes,Mailed check,31.08,1604.08,No
CUST-01477,Male,0,No,Yes,53,Month-to-month,No,No,No,Yes,Credit card (automatic),86.65,4609.56,Yes
CUST-01478,Male,0,Yes,No,54,One year,Fiber optic,No,No,Yes,Credit card (automatic),69.5,3717.6,No
CUST-01479,Male,0,Yes,No,47,One year,Fiber optic,Yes,No,Yes,Electronic check,58.46,2759.81,No
CUST-01480,Male,1,No,No,10,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),67.12,666.72,No
CUST-01481,Male,0,No,No,8,Month-to-month,No,No,No,Yes,Mailed check,73.87,618.45,Yes
CUST-01482,Male,0,No,No,57,Month-to-month,No,Yes,No,Yes,Mailed check,88.15,5019.57,No
CUST-01483,Male,0,No,No,62,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),87.12,5390.11,No
CUST-01484,Male,0,Yes,No,5,Month-to-month,DSL,No,No,Yes,Mailed check,34.86,231.7,No
CUST-01485,Male,0,No,No,42,Month-to-month,No,No,No,Yes,Bank transfer (automatic),52.03,2074.35,No
CUST-01486,Female,0,Yes,No,36,Two year,No,No,Yes,Yes,Electronic check,66.87,2341.05,No
CUST-01487,Male,0,Yes,Yes,25,Month-to-month,Fiber optic,No,Yes,No,Mailed check,96.44,2369.75,No
CUST-01488,Male,0,Yes,No,47,Month-to-month,No,No,No,Yes,Credit card (automatic),18.0,761.36,No
CUST-01489,Male,0,No,Yes,66,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),52.78,3459.51,No
CUST-01490,Female,0,No,No,59,Two year,Fiber optic,No,No,Yes,Credit card (automatic),34.44,2003.06,No
CUST-01491,Male,0,Yes,No,11,Month-to-month,Fiber optic,No,No,No,Credit card (automatic),37.61,462.45,Yes
CUST-01492,Male,0,No,Yes,33,One year,DSL,No,Yes,No,Mailed check,84.71,2791.02,No
CUST-01493,Male,0,No,Yes,68,Two year,Fiber optic,No,No,No,Mailed check,54.36,3685.83,No
CUST-01494,Male,0,No,No,17,Month-to-month,Fiber optic,No,No,Yes,Mailed check,18.33,292.62,No
CUST-01495,Male,0,No,No,62,One year,DSL,No,No,Yes,Bank transfer (automatic),61.83,3780.86,No
CUST-01496,Male,0,Yes,No,35,Month-to-month,DSL,No,No,Yes,Mailed check,105.72,3744.74,No
CUST-01497,Female,0,No,No,38,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,28.87,1157.56,No
CUST-01498,Female,0,No,No,18,Month-to-month,No,No,No,No,Electronic check,75.66,1301.27,Yes
CUST-01499,Male,1,No,No,67,Month-to-month,No,Yes,No,Yes,Mailed check,96.35,6536.45,No
CUST-01500,Female,0,No,No,38,One year,DSL,No,No,No,Credit card (automatic),64.01,2398.83,No
CUST-01501,Female,0,Yes,No,41,Two year,No,No,No,No,Mailed check,103.56,4208.33,No
CUST-01502,Male,0,Yes,Yes,33,Month-to-month,DSL,Yes,Yes,No,Credit card (automatic),51.8,1733.04,No
CUST-01503,Male,0,No,No,6,One year,DSL,No,Yes,Yes,Mailed check,93.92,591.62,No
CUST-01504,Male,0,Yes,Yes,56,Month-to-month,Fiber optic,No,No,No,Mailed check,89.2,4991.64,No
CUST-01505,Female,0,Yes,Yes,23,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),64.35,1462.74,Yes
CUST-01506,Male,0,No,No,17,One year,No,No,No,Yes,Electronic check,35.26,658.04,No
CUST-01507,Female,0,No,Yes,57,Month-to-month,DSL,No,No,Yes,Mailed check,44.97,2532.13,No
CUST-01508,Male,0,No,No,14,One year,DSL,No,No,No,Electronic check,18.12,250.24,Yes
CUST-01509,Female,0,No,No,49,Month-to-month,Fiber optic,Yes,No,No,Electronic check,76.88,3851.81,No
CUST-01510,Female,0,No,Yes,34,Two year,DSL,No,No,Yes,Bank transfer (automatic),74.49,2465.81,No
CUST-01511,Male,0,No,No,58,Month-to-month,DSL,No,No,No,Electronic check,66.58,3838.71,No
CUST-01512,Male,1,No,No,3,Month-to-month,DSL,No,No,Yes,Electronic check,62.55,238.91,Yes
CUST-01513,Female,0,Yes,No,56,One year,DSL,No,No,No,Bank transfer (automatic),92.15,5186.8,No
CUST-01514,Male,0,No,Yes,16,Month-to-month,Fiber optic,No,No,Yes,Mailed check,70.96,1180.06,No
CUST-01515,Male,0,Yes,No,63,Month-to-month,DSL,Yes,No,Yes,Electronic check,53.91,3330.19,No
CUST-01516,Female,0,Yes,No,25,Two year,Fiber optic,Yes,Yes,Yes,Credit card (automatic),67.94,1714.56,No
CUST-01517,Male,1,Yes,No,0,Month-to-month,Fiber optic,Yes,No,No,Credit card (automatic),105.95,0.0,No
CUST-01518,Male,0,No,No,35,Month-to-month,Fiber optic,Yes,No,No,Bank transfer (automatic),77.44,2824.02,No
CUST-01519,Male,0,No,No,3,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer (automatic),57.2,212.07,No
CUST-01520,Male,0,No,No,19,One year,Fiber optic,No,No,Yes,Credit card (automatic),64.11,1216.97,No
CUST-01521,Female,0,No,No,52,One year,No,Yes,Yes,Yes,Credit card (automatic),74.27,3876.33,No
CUST-01522,Female,0,No,No,40,Two year,DSL,No,No,No,Electronic check,56.58,2265.91,No
CUST-01523,Male,0,Yes,No,51,Month-to-month,No,Yes,No,Yes,Electronic check,54.81,2830.26,Yes
CUST-01524,Male,0,No,No,64,Month-to-month,DSL,No,Yes,Yes,Mailed check,64.77,4102.46,Yes
CUST-01525,Female,0,No,No,34,Month-to-month,Fiber optic,No,No,Yes,Mailed check,95.38,3311.18,No
CUST-01526,Male,0,No,No,39,Month-to-month,Fiber optic,No,No,Yes,Credit card (automatic),80.82,3085.74,No
CUST-01527,Male,0,Yes,No,4,One year,DSL,Yes,No,No,Bank transfer (automatic),56.81,237.49,No
CUST-01528,Male,1,Yes,No,20,Month-to-month,DSL,No,No,Yes,Credit card (automatic),82.38,1606.39,No
CUST-01529,Male,0,No,Yes,52,One year,DSL,No,Yes,Yes,Bank transfer (automatic),65.17,3390.98,No
CUST-01530,Female,0,Yes,Yes,4,One year,DSL,No,Yes,Yes,Bank transfer (automatic),71.89,336.96,No
CUST-01531,Male,0,Yes,No,26,One year,Fiber optic,Yes,No,Yes,Credit card (automatic),70.07,1736.2,No
CUST-01532,Male,0,Yes,No,9,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),22.79,196.64,Yes
CUST-01533,Female,0,Yes,No,62,Month-to-month,No,No,No,Yes,Credit card (automatic),18.0,1044.01,No
CUST-01534,Male,0,Yes,No,40,Two year,No,No,Yes,No,Mailed check,69.53,2767.23,No
CUST-01535,Female,1,No,No,47,One year,DSL,No,No,Yes,Mailed check,47.94,2181.06,No
CUST-01536,Male,0,No,Yes,49,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),32.21,1586.38,No
CUST-01537,Male,0,No,No,16,One year,Fiber optic,No,No,Yes,Credit card (automatic),48.56,755.65,Yes
CUST-01538,Male,0,Yes,No,3,Two year,No,Yes,Yes,Yes,Electronic check,83.49,287.83,Yes
CUST-01539,Female,0,Yes,No,29,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),72.16,2154.07,No
CUST-01540,Female,0,Yes,Yes,13,Two year,DSL,No,No,No,Electronic check,80.44,1046.25,Yes
CUST-01541,Male,0,Yes,Yes,23,Month-to-month,No,Yes,Yes,Yes,Credit card (automatic),74.06,1748.06,No
CUST-01542,Male,1,Yes,Yes,23,Two year,Fiber optic,No,No,No,Bank transfer (automatic),46.62,1141.38,No
CUST-01543,Male,0,No,No,57,Month-to-month,Fiber optic,No,No,Yes,Electronic check,80.53,4544.1,No
CUST-01544,Female,0,No,No,23,Month-to-month,No,No,Yes,Yes,Electronic check,76.71,1836.08,No
CUST-01545,Male,0,No,No,11,Month-to-month,No,Yes,No,Yes,Bank transfer (automatic),62.65,687.3,No
CUST-01546,Female,1,Yes,Yes,69,Two year,Fiber optic,No,No,No,Electronic check,66.18,4517.5,No
CUST-01547,Female,0,Yes,Yes,3,Two year,DSL,No,Yes,Yes,Electronic check,80.85,257.47,No
CUST-01548,Female,0,Yes,No,14,Month-to-month,Fiber optic,No,Yes,No,Electronic check,50.01,696.54,Yes
CUST-01549,Male,1,Yes,No,25,Month-to-month,DSL,No,No,Yes,Electronic check,86.76,2098.65,Yes
CUST-01550,Male,0,No,No,4,Month-to-month,Fiber optic,Yes,No,No,Mailed check,76.3,250.15,Yes
CUST-01551,Male,1,Yes,Yes,65,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),65.05,4310.12,No
CUST-01552,Female,0,No,No,25,One year,Fiber optic,Yes,No,Yes,Credit card (automatic),95.62,2404.43,Yes
CUST-01553,Female,0,No,No,57,Month-to-month,Fiber optic,No,No,No,Bank transfer (automatic),39.11,2303.36,No
CUST-01554,Female,0,Yes,No,9,Two year,No,Yes,No,Yes,Credit card (automatic),55.8,481.37,No
CUST-01555,Male,0,Yes,No,38,Two year,No,Yes,Yes,Yes,Credit card (automatic),51.35,1911.22,No
CUST-01556,Male,0,Yes,No,9,Month-to-month,DSL,Yes,No,Yes,Electronic check,72.16,565.27,No
CUST-01557,Female,0,Yes,No,16,Month-to-month,DSL,Yes,No,No,Bank transfer (automatic),88.65,1466.8,No
CUST-01558,Female,0,No,No,29,Two year,Fiber optic,No,No,No,Electronic check,45.34,1335.39,No
CUST-01559,Female,0,No,Yes,62,Two year,DSL,No,No,Yes,Credit card (automatic),120.0,7419.62,No
CUST-01560,Female,0,No,No,22,One year,DSL,Yes,No,Yes,Credit card (automatic),51.74,1098.65,Yes
CUST-01561,Male,0,No,No,55,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,72.21,4027.89,No
CUST-01562,Male,0,Yes,No,6,Month-to-month,Fiber optic,No,No,Yes,Electronic check,65.05,381.44,No
CUST-01563,Male,0,Yes,No,18,Two year,DSL,Yes,No,Yes,Mailed check,65.92,1178.23,No
CUST-01564,Female,1,Yes,No,44,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer (automatic),49.15,2132.56,No
CUST-01565,Female,0,Yes,Yes,34,One year,No,Yes,No,Yes,Bank transfer (automatic),86.35,2915.53,No
CUST-01566,Male,0,No,No,36,One year,Fiber optic,No,Yes,Yes,Electronic check,47.92,1752.63,Yes
CUST-01567,Female,0,No,No,49,Month-to-month,DSL,No,No,Yes,Bank transfer (automatic),29.62,1380.56,No
CUST-01568,Female,0,Yes,No,5,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),42.56,216.84,No
CUST-01569,Female,0,Yes,No,50,Month-to-month,No,No,No,Yes,Credit card (automatic),93.91,4743.28,No
CUST-01570,Female,0,Yes,No,62,Two year,DSL,No,No,Yes,Mailed check,90.01,5576.38,No
CUST-01571,Male,0,No,Yes,55,Month-to-month,Fiber optic,No,No,No,Electronic check,24.86,1420.01,No
CUST-01572,Male,1,Yes,No,20,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),81.27,1692.43,No
CUST-01573,Female,0,Yes,No,25,Two year,Fiber optic,No,Yes,Yes,Bank transfer (automatic),25.36,679.18,No
CUST-01574,Female,0,Yes,No,70,One year,DSL,No,No,No,Bank transfer (automatic),64.46,4485.34,No
CUST-01575,Male,1,No,No,57,Month-to-month,No,No,No,Yes,Bank transfer (automatic),40.84,2326.11,No
CUST-01576,Male,1,No,Yes,68,Two year,DSL,Yes,No,Yes,Electronic check,82.82,5649.05,No
CUST-01577,Female,0,No,No,66,Month-to-month,DSL,No,No,No,Electronic check,76.09,4998.45,Yes
CUST-01578,Female,0,Yes,No,31,Two year,DSL,No,No,No,Mailed check,84.59,2597.13,No
CUST-01579,Male,0,Yes,Yes,9,Two year,Fiber optic,Yes,Yes,No,Credit card (automatic),59.1,503.73,No
CUST-01580,Female,0,No,No,16,Month-to-month,DSL,No,No,No,Bank transfer (automatic),61.17,1105.9,Yes
CUST-01581,Male,0,Yes,No,21,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer (automatic),35.02,721.87,Yes
CUST-01582,Male,0,Yes,No,60,Month-to-month,No,No,No,Yes,Credit card (automatic),44.39,2716.83,No
CUST-01583,Female,0,No,Yes,20,One year,DSL,Yes,No,Yes,Mailed check,83.97,1635.93,Yes
CUST-01584,Male,0,Yes,Yes,26,One year,No,Yes,No,Yes,Mailed check,72.35,1966.19,No
CUST-01585,Female,0,Yes,Yes,62,Month-to-month,No,No,Yes,Yes,Bank transfer (automatic),67.09,4140.65,No
CUST-01586,Male,0,No,Yes,11,Two year,DSL,No,No,No,Electronic check,90.24,995.29,No
CUST-01587,Female,0,No,Yes,48,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,39.0,1780.36,Yes
CUST-01588,Male,0,Yes,No,40,One year,No,Yes,No,No,Bank transfer (automatic),79.4,3231.83,No
CUST-01589,Female,0,Yes,No,71,One year,No,No,No,Yes,Mailed check,41.42,3007.48,No
CUST-01590,Male,1,No,No,35,Month-to-month,Fiber optic,No,No,Yes,Electronic check,94.56,3250.24,No
CUST-01591,Female,1,Yes,No,38,Month-to-month,No,Yes,Yes,No,Mailed check,75.89,2942.56,Yes
CUST-01592,Male,1,Yes,No,62,One year,Fiber optic,No,No,Yes,Credit card (automatic),84.29,5159.12,No
CUST-01593,Male,1,No,Yes,72,One year,DSL,No,Yes,Yes,Mailed check,50.97,3701.44,No
CUST-01594,Male,1,No,Yes,53,Month-to-month,DSL,Yes,No,Yes,Credit card (automatic),108.64,5743.52,No
CUST-01595,Female,0,No,Yes,50,Two year,Fiber optic,No,No,Yes,Bank transfer (automatic),104.97,5315.31,No
CUST-01596,Male,0,Yes,No,63,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,73.61,4649.89,Yes
CUST-01597,Female,0,Yes,No,71,Month-to-month,DSL,No,Yes,No,Credit card (automatic),88.51,6330.78,No
CUST-01598,Female,0,No,No,53,Two year,DSL,Yes,No,No,Bank transfer (automatic),58.96,3186.77,No
CUST-01599,Female,0,No,No,21,Month-to-month,No,No,No,No,Bank transfer (automatic),39.63,817.68,No
CUST-01600,Female,0,Yes,No,46,One year,Fiber optic,No,No,No,Bank transfer (automatic),80.92,3720.87,No
CUST-01601,Male,1,No,No,17,One year,DSL,No,No,No,Electronic check,46.61,736.81,No
CUST-01602,Female,0,Yes,No,36,Month-to-month,DSL,No,No,Yes,Mailed check,91.2,3268.2,No
CUST-01603,Female,1,No,No,32,Month-to-month,DSL,No,No,No,Credit card (automatic),85.96,2847.07,No
CUST-01604,Male,0,No,No,72,Month-to-month,DSL,No,No,No,Bank transfer (automatic),69.7,5056.19,No
CUST-01605,Male,0,Yes,No,40,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,68.59,2691.37,No
CUST-01606,Female,0,No,No,70,One year,DSL,No,No,Yes,Mailed check,84.79,6016.87,No
CUST-01607,Male,0,No,Yes,58,Month-to-month,No,No,Yes,No,Bank transfer (automatic),70.49,4107.87,No
CUST-01608,Female,0,Yes,No,61,Two year,DSL,No,No,No,Mailed check,56.91,3513.03,No
CUST-01609,Male,0,Yes,No,12,Month-to-month,DSL,Yes,No,No,Mailed check,34.71,441.05,Yes
CUST-01610,Male,1,No,No,56,Month-to-month,No,Yes,Yes,Yes,Bank transfer (automatic),84.18,4735.07,No
CUST-01611,Female,0,Yes,No,18,Two year,Fiber optic,Yes,No,No,Mailed check,72.33,1202.05,Yes
CUST-01612,Male,0,Yes,No,42,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer (automatic),120.0,5095.35,No
CUST-01613,Female,0,Yes,No,35,One year,DSL,No,No,No,Bank transfer (automatic),63.08,2095.08,Yes
CUST-01614,Female,0,No,No,18,One year,Fiber optic,No,No,No,Bank transfer (automatic),71.04,1329.52,Yes
CUST-01615,Male,0,Yes,No,71,Two year,Fiber optic,No,No,No,Bank transfer (automatic),71.51,5082.19,No
CUST-01616,Male,0,No,No,63,Month-to-month,No,Yes,No,No,Mailed check,78.02,4957.03,Yes
CUST-01617,Female,0,Yes,Yes,41,Month-to-month,Fiber optic,No,No,Yes,Bank transfer (automatic),45.66,1879.98,No
CUST-01618,Female,0,Yes,No,0,Two year,No,No,No,No,Bank transfer (automatic),63.46,52.19,Yes
CUST-01619,Male,0,No,No,13,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,81.55,1060.96,No
CUST-01620,Female,0,Yes,No,16,One year,Fiber optic,No,No,Yes,Mailed check,58.34,947.49,No
CUST-01621,Male,0,Yes,No,70,One year,Fiber optic,No,No,Yes,Bank transfer (automatic),80.8,5676.24,No
CUST-01622,Male,0,Yes,No,29,One year,Fiber optic,No,Yes,No,Bank transfer (automatic),66.93,2034.9,No
CUST-01623,Female,0,No,No,3,One year,Fiber optic,No,Yes,Yes,Mailed check,73.04,249.13,No
CUST-01624,Male,0,Yes,No,42,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,88.02,3631.0,No
CUST-01625,Female,0,Yes,No,69,Month-to-month,DSL,Yes,Yes,Yes,Credit card (automatic),60.45,4142.85,No
CUST-01626,Female,0,Yes,No,40,One year,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),35.96,1468.3,No
CUST-01627,Female,0,Yes,Yes,32,One year,DSL,No,No,Yes,Bank transfer (automatic),59.67,1972.43,No
CUST-01628,Female,0,Yes,No,12,Month-to-month,Fiber optic,No,No,No,Mailed check,48.49,545.77,No
CUST-01629,Male,0,No,Yes,64,Two year,DSL,No,No,Yes,Credit card (automatic),22.49,1551.35,No
CUST-01630,Male,1,Yes,No,7,Month-to-month,DSL,No,Yes,No,Mailed check,62.87,448.87,Yes
CUST-01631,Female,0,Yes,Yes,68,Month-to-month,DSL,No,No,Yes,Credit card (automatic),68.98,4711.67,No
CUST-01632,Female,1,No,No,16,Two year,DSL,No,No,No,Electronic check,85.42,1304.02,No
CUST-01633,Male,0,No,No,10,Two year,DSL,No,No,Yes,Electronic check,42.21,477.87,No
CUST-01634,Female,0,Yes,No,25,Month-to-month,DSL,Yes,No,No,Bank transfer (automatic),66.77,1646.96,No
CUST-01635,Male,0,Yes,Yes,0,One year,Fiber optic,No,No,No,Credit card (automatic),87.56,0.0,No
CUST-01636,Female,0,Yes,No,1,Month-to-month,Fiber optic,No,Yes,No,Electronic check,53.51,37.65,Yes
CUST-01637,Male,1,No,No,13,Month-to-month,No,No,No,Yes,Bank transfer (automatic),75.72,1053.5,No
CUST-01638,Female,0,Yes,No,50,Month-to-month,No,No,No,Yes,Mailed check,96.95,4870.79,No
CUST-01639,Male,0,Yes,No,59,Two year,DSL,No,No,Yes,Electronic check,27.75,1592.8,No
CUST-01640,Male,0,Yes,Yes,18,Month-to-month,Fiber optic,No,No,Yes,Mailed check,70.45,1241.58,Yes
CUST-01641,Female,0,Yes,No,47,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer (automatic),88.26,4218.7,No
CUST-01642,Male,0,Yes,No,25,One year,Fiber optic,No,No,No,Bank transfer (automatic),57.99,1437.93,No
CUST-01643,Male,1,Yes,Yes,31,Month-to-month,Fiber optic,Yes,No,Yes,Credit card (automatic),92.74,2902.96,Yes
CUST-01644,Female,0,No,No,24,Month-to-month,Fiber optic,Yes,No,Yes,Credit card (automatic),77.68,1904.58,No
CUST-01645,Male,0,No,Yes,65,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,100.39,6354.41,Yes
CUST-01646,Male,0,No,No,37,Two year,Fiber optic,No,No,No,Credit card (automatic),76.65,2899.27,No
